v0,theta,m,c,tiempo,x,y
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,0.01,0.10158113660796961,0.42376650141550337
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,1.0000000000000007,9.755295879311486,35.963397020979244
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,1.9900000000000015,18.653534505298804,59.47510875011658
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,2.9799999999999804,26.855418728660347,71.9001772104432
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,3.9699999999999593,34.41544354266817,74.10621600225446
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,4.959999999999939,41.38383929563693,66.89294140641637
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,5.949999999999918,47.80690543161308,50.99748586260597
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,6.9399999999998965,53.727318113333595,27.0992956277326
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
43.708610696262625,76.55000144869413,3.6867703148758855,0.30334265725654797,7.809999999999878,58.54638701367208,0.0
