Velocidad_inicial,Angulo,Masa,Resistencia_al_Aire,Tiempo,x,y
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,0.0,0.0,0.0
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,0.34000000000000014,4.993547436970961,4.745807327635692
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,0.6800000000000004,9.846304247301017,8.239365670728597
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,1.0300000000000007,14.698912469281689,10.564872096678334
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,1.370000000000001,19.27803126136421,11.62458282748134
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,1.7100000000000013,23.72804403966838,11.535972263680915
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,2.06,28.177920561391133,10.279419466487383
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,2.399999999999993,32.377005315599966,7.958953197064129
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,2.7399999999999856,36.4576989297775,4.585468069637053
21.78660010748439,46.83520533631764,0.2723687082527454,0.02290106805634536,3.089999999999978,40.5382675956932,0.04414128960185709
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,0.0,0.0,0.0
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,0.6500000000000004,14.81835796321072,18.65592685225461
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,1.300000000000001,28.023562193641595,31.36267222264037
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,1.9500000000000015,39.79122357692803,38.76787496144605
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,2.5999999999999885,50.27783567434439,41.448670761226616
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,3.2499999999999747,59.622855869934675,39.91936726037091
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,3.899999999999961,67.95055996013417,34.638283620762905
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,4.549999999999947,75.37169484935052,26.01384553642503
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,5.199999999999934,81.98495133006008,14.410016728298022
41.47941839999653,54.380011306551324,0.6737688064392723,0.11936454981307645,5.84999999999992,87.87827653335191,0.15113915649801696
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,0.0,0.0,0.0
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,0.15,1.392243622201386,0.9114374874406675
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,0.3000000000000001,2.7797939759897297,1.5994249486055518
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,0.46000000000000024,4.254692486796458,2.087835309933948
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,0.6100000000000003,5.6325934942879865,2.316410162696642
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,0.7600000000000005,7.005849582476863,2.3238369265619485
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,0.9200000000000006,8.465553984480135,2.0888443813073616
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,1.0700000000000007,9.82926013200346,1.6415913133694073
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,1.2200000000000009,11.188369211251677,0.9754683798150348
11.56251664755466,36.46881626901293,0.9511148681365668,0.021408489259923218,1.380000000000001,12.63303603111461,0.024525279709345607
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,0.0,0.0,0.0
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,0.5700000000000003,7.483366228101146,16.8139282250238
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,1.1500000000000008,11.968348233110666,24.34093335581776
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,1.7300000000000013,14.59676902442222,26.183829878562506
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,2.299999999999995,16.116968930499667,24.7407328182578
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,2.8799999999999826,17.028065489849073,21.325813235782793
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,3.45999999999997,17.562013036753747,16.75620188643391
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,4.0299999999999585,17.870832314602207,11.604302226065528
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,4.609999999999946,18.055915987074275,5.966597814624757
44.56168414184844,67.63743156888182,0.14607429905840832,0.13395953693847443,5.189999999999934,18.1643841531259,0.09432485982466017
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,0.0,0.0,0.0
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,0.5100000000000002,10.012420858250886,11.023339798545985
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,1.0200000000000007,19.434183524607757,18.91935249359787
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,1.5400000000000011,28.46864248179364,23.94141664057088
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,2.0500000000000003,36.801625656388204,26.072725381550022
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,2.569999999999989,44.79206196302735,25.567057285875126
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,3.0799999999999783,52.16208507303694,22.599831627623736
32.07005474539501,50.850795194343064,0.535175761879002,0.06376775056282832,3.5999999999999672,59.22914605289493,17.205216378129272
